loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN014395,CUST01969,Auto Loan,9.09,14.05,60,21174.41,2020-09-01,BR0032,Restructured,0,0,0,None,1.56
LOAN014396,CUST00386,Auto Loan,5.7,8.16,12,49625.58,2024-03-19,BR0047,Restructured,0,0,0,Property,1.42
LOAN014397,CUST01103,Auto Loan,5.87,10.5,84,9897.22,2022-06-21,BR0029,NPA,3,111,1,Gold,2.27
LOAN014398,CUST03671,Personal Loan,7.37,13.51,240,8903.65,2024-12-02,BR0022,Closed,0,0,0,Property,1.53
LOAN014399,CUST09027,Business Loan,70.36,8.57,36,222337.48,2024-05-29,BR0041,Closed,0,0,0,Property,1.51
LOAN014400,CUST01131,Personal Loan,1.09,11.23,180,1254.68,2024-10-16,BR0034,Active,0,0,0,Vehicle,1.45
LOAN014401,CUST00693,Education Loan,5.29,11.08,180,6039.2,2022-06-12,BR0035,Active,0,0,0,Property,2.38
LOAN014402,CUST09889,Auto Loan,15.63,15.04,60,37216.49,2021-03-30,BR0008,Restructured,0,0,0,Vehicle,1.17
LOAN014403,CUST06578,Home Loan,128.61,18.19,60,327915.63,2022-06-15,BR0036,Restructured,0,0,0,None,1.45
LOAN014404,CUST00033,Home Loan,82.57,13.94,84,154462.73,2021-01-12,BR0002,Closed,0,0,0,FD,0.51
LOAN014405,CUST06500,Gold Loan,0.95,9.35,180,983.43,2024-09-19,BR0041,Restructured,0,0,0,Gold,1.5
LOAN014406,CUST01299,Auto Loan,15.42,15.75,48,43503.53,2024-11-10,BR0027,Active,0,0,0,Property,1.07
LOAN014407,CUST02913,Personal Loan,7.89,10.78,12,69652.19,2023-03-21,BR0023,Active,0,0,0,Gold,1.23
LOAN014408,CUST00349,Gold Loan,3.29,16.57,12,29939.27,2022-08-01,BR0017,Restructured,0,0,0,Property,2.2
LOAN014409,CUST08284,Education Loan,12.28,12.01,48,32343.98,2023-10-22,BR0012,Closed,0,0,0,Property,1.69
LOAN014410,CUST00529,Education Loan,14.94,15.93,48,42286.84,2024-05-05,BR0008,Active,0,0,0,FD,1.74
LOAN014411,CUST06591,Home Loan,38.32,12.69,60,86582.88,2020-03-29,BR0050,NPA,3,108,1,Property,2.43
LOAN014412,CUST03451,Gold Loan,4.61,15.18,120,7488.44,2023-06-02,BR0039,Active,1,34,0,None,1.54
LOAN014413,CUST02416,Home Loan,135.27,7.97,48,330043.15,2020-10-22,BR0043,Active,1,23,0,Gold,2.24
LOAN014414,CUST04720,Personal Loan,8.45,7.77,60,17040.69,2023-03-06,BR0010,Active,0,0,0,Property,1.54
LOAN014415,CUST05643,Gold Loan,2.26,17.04,12,20616.56,2021-06-13,BR0007,Active,0,0,0,Gold,1.9
LOAN014416,CUST00546,Personal Loan,7.36,7.66,180,6889.9,2021-12-14,BR0041,Closed,0,0,0,Property,0.95
LOAN014417,CUST02591,Gold Loan,6.86,14.81,180,9512.05,2022-04-20,BR0014,Closed,0,0,0,None,0.64
LOAN014418,CUST03550,Business Loan,12.12,8.8,180,12149.13,2022-12-18,BR0040,NPA,4,92,1,None,2.06
LOAN014419,CUST00074,Education Loan,7.28,17.73,84,15185.99,2022-09-25,BR0018,NPA,6,192,1,Property,1.56
LOAN014420,CUST02573,Business Loan,36.91,11.9,12,327768.24,2021-12-08,BR0015,Active,0,0,0,FD,2.42
LOAN014421,CUST09326,Personal Loan,8.64,12.25,180,10508.82,2023-09-16,BR0049,Active,0,0,0,FD,0.84
LOAN014422,CUST06108,Education Loan,6.89,12.48,48,18306.82,2020-11-22,BR0046,Active,0,0,0,Property,1.01
LOAN014423,CUST05969,Home Loan,62.57,8.17,24,283472.54,2023-07-12,BR0011,Active,0,0,0,Property,2.31
LOAN014424,CUST04550,Gold Loan,2.45,15.28,24,11911.85,2023-09-23,BR0050,Closed,0,0,0,Gold,2.05
LOAN014425,CUST04440,Personal Loan,2.87,7.73,240,2352.58,2023-02-04,BR0048,Restructured,0,0,0,Property,1.75
LOAN014426,CUST01186,Business Loan,33.84,17.34,120,59544.2,2024-08-27,BR0028,Closed,1,30,0,Vehicle,1.07
LOAN014427,CUST00599,Home Loan,32.84,8.36,240,28209.0,2021-11-23,BR0025,Restructured,0,0,0,None,1.41
LOAN014428,CUST03143,Gold Loan,7.18,17.24,12,65566.82,2021-03-19,BR0027,NPA,3,75,1,Property,0.63
LOAN014429,CUST06214,Home Loan,139.78,10.05,240,135354.1,2023-10-05,BR0028,Active,0,0,0,Vehicle,2.33
LOAN014430,CUST06274,Home Loan,79.6,11.45,60,174861.41,2021-10-29,BR0023,NPA,3,90,1,Vehicle,0.59
LOAN014431,CUST06661,Auto Loan,3.94,8.12,36,12368.35,2024-06-23,BR0011,Active,0,0,0,FD,0.57
LOAN014432,CUST08016,Home Loan,98.76,18.37,12,907171.56,2020-04-14,BR0036,NPA,4,140,1,Property,1.62
LOAN014433,CUST02535,Gold Loan,0.51,15.74,180,739.81,2020-06-25,BR0036,Active,0,0,0,Gold,2.11
LOAN014434,CUST05820,Business Loan,50.59,8.9,48,125653.35,2023-05-08,BR0006,Active,0,0,0,Gold,0.7
LOAN014435,CUST09741,Gold Loan,2.88,8.9,240,2572.72,2023-04-25,BR0036,Active,0,0,0,FD,2.32
LOAN014436,CUST04029,Auto Loan,9.39,12.4,120,13689.94,2020-08-28,BR0017,Active,0,0,0,Gold,2.39
LOAN014437,CUST02483,Gold Loan,3.09,8.82,12,26996.72,2023-09-01,BR0029,Active,2,46,0,Vehicle,1.27
LOAN014438,CUST05885,Gold Loan,3.05,8.38,60,6239.92,2020-09-20,BR0011,Restructured,0,0,0,FD,1.15
LOAN014439,CUST06841,Auto Loan,14.97,13.45,36,50764.93,2020-10-05,BR0002,Restructured,0,0,0,Property,1.61
LOAN014440,CUST00028,Personal Loan,0.75,13.11,12,6702.67,2020-09-02,BR0014,Closed,0,0,0,Gold,0.63
LOAN014441,CUST08368,Home Loan,127.16,9.81,48,321351.56,2022-05-22,BR0046,Active,0,0,0,Property,1.95
LOAN014442,CUST05666,Home Loan,132.57,9.9,120,174458.94,2021-09-10,BR0041,Active,0,0,0,None,1.02
LOAN014443,CUST05442,Auto Loan,14.69,13.63,48,39870.47,2024-11-15,BR0015,NPA,4,104,1,Vehicle,0.55
LOAN014444,CUST08856,Gold Loan,4.53,14.49,240,5795.07,2022-05-18,BR0024,NPA,3,48,1,None,2.12
LOAN014445,CUST09785,Education Loan,11.13,16.22,240,15668.67,2021-01-18,BR0039,Restructured,1,37,0,None,1.08
LOAN014446,CUST06365,Home Loan,25.81,11.35,60,56568.75,2024-04-11,BR0049,Closed,0,0,0,None,1.6
LOAN014447,CUST06138,Business Loan,65.49,14.17,240,82248.02,2020-03-28,BR0002,NPA,2,70,1,FD,0.55
LOAN014448,CUST03250,Home Loan,120.23,16.14,36,423524.49,2020-07-11,BR0026,Active,0,0,0,FD,2.04
LOAN014449,CUST05902,Home Loan,149.86,14.36,24,722072.35,2022-10-15,BR0039,Active,1,34,0,Vehicle,1.16
LOAN014450,CUST04766,Home Loan,48.81,14.85,48,135471.04,2022-08-04,BR0047,Restructured,0,0,0,Gold,2.06
LOAN014451,CUST00826,Auto Loan,15.16,13.27,48,40873.93,2021-07-01,BR0030,Active,1,40,0,None,1.06
LOAN014452,CUST00578,Gold Loan,1.74,17.19,84,3574.96,2022-09-28,BR0045,Restructured,0,0,0,FD,0.6
LOAN014453,CUST09915,Education Loan,8.77,17.64,120,15599.55,2022-10-01,BR0006,Closed,1,16,0,Vehicle,2.12
LOAN014454,CUST05376,Home Loan,109.76,9.78,120,143714.79,2021-05-29,BR0010,Active,0,0,0,Gold,0.69
LOAN014455,CUST01511,Home Loan,84.48,8.82,48,209507.53,2023-05-07,BR0043,Active,0,0,0,FD,1.64
LOAN014456,CUST01779,Education Loan,11.66,13.77,12,104565.64,2021-07-16,BR0047,Active,0,0,0,Gold,0.62
LOAN014457,CUST05094,Personal Loan,8.67,15.22,48,24226.06,2023-02-25,BR0013,Active,0,0,0,Gold,2.21
LOAN014458,CUST01882,Home Loan,96.1,16.82,36,341762.44,2023-07-30,BR0005,Active,0,0,0,Property,0.95
LOAN014459,CUST09574,Home Loan,95.88,15.59,24,467582.17,2023-08-10,BR0038,Active,0,0,0,Gold,1.16
LOAN014460,CUST04927,Personal Loan,4.15,15.5,12,37555.18,2022-03-07,BR0047,Active,1,27,0,Vehicle,2.04
LOAN014461,CUST08834,Auto Loan,5.62,16.06,120,9435.26,2023-05-02,BR0003,Restructured,0,0,0,None,0.81
LOAN014462,CUST04735,Personal Loan,0.68,13.18,240,805.41,2020-10-27,BR0017,Closed,2,76,0,Gold,1.4
LOAN014463,CUST03018,Home Loan,39.26,10.09,240,38121.15,2021-09-25,BR0039,Active,0,0,0,Vehicle,1.03
LOAN014464,CUST09617,Education Loan,11.02,8.31,60,22508.44,2020-07-10,BR0021,Restructured,0,0,0,None,1.23
LOAN014465,CUST06375,Personal Loan,4.82,8.32,180,4695.73,2024-07-25,BR0020,Closed,2,58,0,Vehicle,1.61
LOAN014466,CUST02849,Gold Loan,5.66,17.76,180,9017.42,2021-12-19,BR0036,Active,0,0,0,FD,1.94
LOAN014467,CUST01741,Home Loan,92.39,9.74,24,425225.12,2020-04-22,BR0013,NPA,6,162,1,Property,0.99
LOAN014468,CUST09166,Education Loan,2.61,8.81,60,5393.89,2023-09-13,BR0020,Closed,0,0,0,FD,1.35
LOAN014469,CUST03594,Auto Loan,7.75,17.1,24,38355.0,2024-09-28,BR0028,Active,0,0,0,Property,1.94
LOAN014470,CUST07434,Auto Loan,15.53,17.23,60,38788.37,2024-03-19,BR0027,Active,0,0,0,Property,1.73
LOAN014471,CUST08943,Home Loan,72.44,16.6,120,124068.92,2023-02-02,BR0035,Active,0,0,0,FD,2.03
LOAN014472,CUST05487,Personal Loan,8.74,11.59,240,9374.85,2022-12-12,BR0005,Active,0,0,0,FD,2.37
LOAN014473,CUST05495,Education Loan,13.25,9.05,12,115903.93,2024-10-22,BR0015,Restructured,0,0,0,Vehicle,0.81
LOAN014474,CUST03858,Home Loan,21.62,12.64,48,57615.49,2023-10-01,BR0032,Closed,0,0,0,None,1.93
LOAN014475,CUST05772,Education Loan,10.39,10.27,24,48074.16,2023-02-04,BR0023,NPA,3,105,1,Vehicle,1.04
LOAN014476,CUST00133,Education Loan,11.77,13.16,84,21514.46,2020-10-27,BR0029,Active,2,56,0,None,0.8
LOAN014477,CUST01853,Gold Loan,7.45,10.11,240,7243.79,2023-10-11,BR0008,Active,0,0,0,None,0.57
LOAN014478,CUST03985,Auto Loan,19.37,8.72,48,47945.21,2023-05-12,BR0006,NPA,5,145,1,FD,1.39
LOAN014479,CUST07806,Education Loan,8.23,9.95,240,7914.88,2023-11-21,BR0005,Restructured,0,0,0,Gold,0.88
LOAN014480,CUST07081,Auto Loan,4.18,10.5,84,7047.76,2020-01-04,BR0006,Active,2,78,0,Property,0.54
LOAN014481,CUST05285,Home Loan,46.89,8.66,180,46615.26,2024-10-24,BR0040,Active,2,76,0,None,2.33
LOAN014482,CUST09006,Business Loan,40.17,16.75,84,81511.3,2020-10-14,BR0024,Active,0,0,0,Property,2.25
LOAN014483,CUST07477,Auto Loan,11.72,12.6,12,104460.03,2024-03-24,BR0048,Active,0,0,0,None,1.26
LOAN014484,CUST09153,Business Loan,5.19,9.91,60,11004.25,2024-11-12,BR0026,Closed,0,0,0,FD,2.42
LOAN014485,CUST06994,Auto Loan,7.65,8.64,84,12168.84,2021-01-03,BR0037,Active,0,0,0,None,1.75
LOAN014486,CUST08418,Education Loan,13.08,17.42,48,38027.21,2022-12-31,BR0037,Active,0,0,0,Gold,2.45
LOAN014487,CUST04351,Personal Loan,3.55,11.54,36,11713.24,2024-12-18,BR0011,Active,0,0,0,None,2.31
LOAN014488,CUST06782,Gold Loan,2.56,18.44,24,12835.06,2024-12-20,BR0012,Active,0,0,0,FD,1.82
LOAN014489,CUST02761,Business Loan,61.25,14.38,120,96505.1,2021-12-20,BR0047,Closed,0,0,0,Vehicle,0.75
LOAN014490,CUST00630,Personal Loan,9.77,14.35,180,13241.65,2021-04-25,BR0010,NPA,3,84,1,FD,2.31
LOAN014491,CUST02981,Home Loan,127.58,15.86,84,252383.99,2023-09-01,BR0028,Active,0,0,0,Property,2.42
LOAN014492,CUST00011,Business Loan,59.26,16.88,36,210924.32,2022-10-05,BR0001,Active,0,0,0,Gold,2.18
LOAN014493,CUST07716,Business Loan,27.16,10.6,120,36800.59,2023-02-12,BR0013,Active,0,0,0,None,2.43
LOAN014494,CUST06457,Business Loan,65.74,14.82,240,85692.7,2021-11-01,BR0046,Closed,0,0,0,None,2.19
LOAN014495,CUST04618,Business Loan,74.93,12.81,240,86773.93,2020-06-03,BR0034,Closed,0,0,0,Vehicle,1.52
LOAN014496,CUST07411,Business Loan,17.12,12.3,48,45336.11,2020-06-12,BR0034,Restructured,0,0,0,Gold,1.46
LOAN014497,CUST03553,Education Loan,6.99,18.11,120,12644.49,2021-12-24,BR0038,Active,0,0,0,Property,1.57
LOAN014498,CUST01386,Auto Loan,18.58,9.8,60,39294.42,2021-08-10,BR0010,Active,0,0,0,FD,1.89
LOAN014499,CUST02261,Home Loan,27.1,10.35,180,29704.8,2023-07-14,BR0030,Closed,0,0,0,Property,1.1
LOAN014500,CUST05982,Auto Loan,10.88,11.35,12,96336.96,2023-03-31,BR0005,Active,0,0,0,None,0.71
LOAN014501,CUST06137,Education Loan,7.95,12.07,180,9577.17,2020-05-24,BR0035,Active,0,0,0,Property,1.35
LOAN014502,CUST03322,Auto Loan,5.29,16.57,36,18747.28,2020-10-17,BR0044,NPA,6,120,1,FD,0.7
LOAN014503,CUST04508,Business Loan,39.75,8.94,24,181487.44,2023-04-18,BR0019,Closed,2,32,0,FD,0.95
LOAN014504,CUST07881,Business Loan,7.48,9.91,24,34485.34,2024-05-08,BR0024,Closed,0,0,0,FD,1.07
LOAN014505,CUST01062,Home Loan,54.15,11.92,60,120234.89,2023-06-10,BR0033,NPA,6,228,1,None,0.69
LOAN014506,CUST06637,Gold Loan,3.62,8.71,120,4529.04,2021-01-19,BR0024,Closed,1,31,0,Property,2.33
LOAN014507,CUST01039,Education Loan,14.3,12.05,48,37692.5,2023-10-17,BR0045,Active,0,0,0,FD,0.65
LOAN014508,CUST07525,Business Loan,8.06,13.97,84,15091.1,2024-09-09,BR0010,Active,0,0,0,Property,1.24
LOAN014509,CUST01218,Education Loan,14.96,16.24,84,29918.5,2023-04-09,BR0040,Active,2,34,0,Gold,0.92
LOAN014510,CUST02522,Home Loan,97.13,12.44,12,864988.84,2021-01-27,BR0029,Restructured,0,0,0,Property,2.19
LOAN014511,CUST06496,Gold Loan,0.51,8.93,180,515.15,2022-08-06,BR0031,Closed,0,0,0,None,2.08
LOAN014512,CUST04505,Business Loan,9.45,15.4,60,22680.39,2024-07-20,BR0010,Closed,0,0,0,Property,2.45
LOAN014513,CUST00882,Auto Loan,7.44,12.38,12,66235.83,2020-04-17,BR0038,Closed,0,0,0,Gold,2.2
LOAN014514,CUST07139,Business Loan,8.62,16.36,120,14633.61,2020-07-29,BR0020,Active,0,0,0,Vehicle,1.47
LOAN014515,CUST01065,Personal Loan,6.25,15.73,84,12317.87,2024-12-17,BR0025,Restructured,0,0,0,Property,0.67
LOAN014516,CUST09221,Gold Loan,3.79,15.29,60,9074.18,2024-12-08,BR0028,Closed,0,0,0,Property,1.03
LOAN014517,CUST04939,Auto Loan,4.75,14.51,24,22920.73,2024-05-14,BR0013,NPA,3,114,1,FD,0.59
LOAN014518,CUST09550,Personal Loan,3.54,14.16,84,6665.29,2024-05-18,BR0040,NPA,3,48,1,Vehicle,2.23
LOAN014519,CUST06111,Personal Loan,1.22,14.57,120,1936.28,2024-07-07,BR0034,Active,0,0,0,Property,0.83
LOAN014520,CUST01399,Education Loan,3.17,14.81,84,6083.33,2023-06-02,BR0046,Active,0,0,0,FD,2.29
LOAN014521,CUST01325,Auto Loan,3.84,15.87,120,6401.43,2024-10-11,BR0010,Active,0,0,0,None,1.83
LOAN014522,CUST02761,Personal Loan,4.77,12.21,240,5322.18,2021-09-28,BR0047,Restructured,0,0,0,Property,0.9
LOAN014523,CUST06760,Education Loan,6.75,12.86,60,15309.99,2020-07-05,BR0026,Active,0,0,0,Vehicle,1.84
LOAN014524,CUST06807,Gold Loan,7.42,13.31,60,17000.76,2022-09-17,BR0019,Active,0,0,0,FD,1.46
LOAN014525,CUST07469,Auto Loan,13.7,8.57,12,119535.51,2024-05-03,BR0040,Active,0,0,0,Gold,2.43
LOAN014526,CUST09053,Personal Loan,8.83,8.2,180,8540.67,2024-03-30,BR0012,Closed,0,0,0,FD,1.96
LOAN014527,CUST04655,Home Loan,51.22,9.95,180,54884.71,2023-06-20,BR0049,Active,0,0,0,Property,1.22
LOAN014528,CUST04137,Gold Loan,6.54,13.1,240,7708.74,2022-03-29,BR0025,Restructured,0,0,0,Vehicle,1.48
LOAN014529,CUST00946,Gold Loan,7.42,11.85,84,13038.88,2022-03-14,BR0020,NPA,6,198,1,Gold,1.89
LOAN014530,CUST04271,Gold Loan,4.22,14.95,36,14618.44,2023-03-25,BR0003,Closed,0,0,0,Vehicle,0.97
LOAN014531,CUST00533,Education Loan,8.49,16.27,48,24178.46,2022-12-19,BR0020,Active,0,0,0,Vehicle,2.41
LOAN014532,CUST07018,Education Loan,14.31,14.52,180,19559.74,2020-07-24,BR0040,Active,0,0,0,None,1.39
LOAN014533,CUST03814,Auto Loan,7.85,11.97,240,8627.11,2022-05-27,BR0036,Restructured,0,0,0,Property,1.82
LOAN014534,CUST06713,Gold Loan,5.7,18.24,84,12060.48,2021-10-20,BR0044,NPA,6,120,1,Vehicle,1.66
LOAN014535,CUST00034,Gold Loan,2.24,13.24,36,7573.37,2024-07-11,BR0031,Active,0,0,0,Vehicle,1.69
LOAN014536,CUST07347,Auto Loan,15.64,17.05,36,55799.79,2020-09-25,BR0021,Active,0,0,0,Property,0.74
LOAN014537,CUST01770,Home Loan,85.94,13.56,120,131171.81,2024-08-07,BR0020,NPA,3,90,1,None,0.88
LOAN014538,CUST04034,Auto Loan,12.65,9.2,120,16161.73,2023-05-20,BR0023,Restructured,2,32,0,None,0.92
LOAN014539,CUST05864,Auto Loan,4.12,14.22,24,19824.15,2022-06-17,BR0004,Restructured,0,0,0,Vehicle,1.97
LOAN014540,CUST03897,Education Loan,8.81,14.64,180,12113.86,2021-06-14,BR0034,Restructured,2,52,0,Gold,1.6
LOAN014541,CUST07250,Auto Loan,11.37,9.78,120,14887.37,2022-03-24,BR0047,Closed,0,0,0,FD,1.6
LOAN014542,CUST08985,Business Loan,62.95,8.33,120,77477.81,2021-07-01,BR0029,Active,0,0,0,None,1.44
LOAN014543,CUST07892,Education Loan,13.6,16.18,48,38668.27,2021-11-01,BR0009,Restructured,1,28,0,Property,1.36
LOAN014544,CUST08380,Education Loan,14.91,18.27,48,44008.77,2024-10-12,BR0021,Active,1,30,0,Property,1.7
LOAN014545,CUST03161,Education Loan,3.6,17.45,24,17877.15,2022-04-07,BR0027,Restructured,0,0,0,Vehicle,2.29
LOAN014546,CUST00267,Education Loan,6.76,16.73,60,16702.36,2021-10-24,BR0004,Closed,0,0,0,Property,1.92
LOAN014547,CUST09729,Auto Loan,5.37,13.28,48,14481.1,2021-04-06,BR0004,Active,1,38,0,None,2.22
LOAN014548,CUST08700,Business Loan,9.68,14.69,12,87228.51,2023-12-17,BR0046,Active,2,62,0,None,0.75
LOAN014549,CUST08170,Education Loan,4.32,14.39,180,5866.76,2021-10-30,BR0033,Active,0,0,0,Vehicle,2.0
LOAN014550,CUST00029,Home Loan,113.81,8.69,60,234542.22,2020-10-15,BR0001,Active,0,0,0,Vehicle,0.6
LOAN014551,CUST01709,Education Loan,7.13,8.0,24,32247.06,2021-10-24,BR0022,Active,0,0,0,FD,2.3
LOAN014552,CUST03664,Home Loan,140.34,12.21,48,371017.72,2021-08-07,BR0011,Active,0,0,0,None,0.9
LOAN014553,CUST05169,Home Loan,42.71,16.04,180,62847.36,2023-10-17,BR0050,Active,0,0,0,Vehicle,1.54
LOAN014554,CUST06275,Auto Loan,13.06,15.85,180,19044.82,2022-03-07,BR0043,Restructured,0,0,0,Property,2.19
LOAN014555,CUST06421,Education Loan,14.26,7.76,240,11715.53,2024-03-17,BR0016,Active,0,0,0,FD,1.13
LOAN014556,CUST01514,Home Loan,124.81,8.54,12,1088821.29,2024-03-08,BR0046,Active,0,0,0,Property,0.51
LOAN014557,CUST05559,Home Loan,43.6,18.37,60,111594.79,2020-01-29,BR0022,NPA,3,117,1,FD,1.15
LOAN014558,CUST03649,Home Loan,87.71,18.2,240,136715.37,2022-12-08,BR0019,Closed,0,0,0,Gold,2.03
LOAN014559,CUST02151,Home Loan,137.43,11.73,84,240621.62,2021-04-04,BR0041,Active,2,76,0,Vehicle,2.12
LOAN014560,CUST02244,Personal Loan,2.4,12.88,12,21422.64,2023-12-06,BR0001,NPA,3,54,1,FD,0.76
LOAN014561,CUST09037,Business Loan,76.58,14.88,240,100161.41,2023-03-12,BR0001,Active,0,0,0,Property,0.84
LOAN014562,CUST03627,Education Loan,8.6,11.87,84,15121.63,2023-04-03,BR0012,Closed,0,0,0,None,2.01
LOAN014563,CUST01092,Education Loan,3.59,13.14,84,6558.27,2024-10-26,BR0024,Active,1,38,0,Gold,1.0
LOAN014564,CUST06922,Personal Loan,6.34,8.28,84,9970.33,2024-10-31,BR0033,NPA,4,136,1,Property,1.21
LOAN014565,CUST06497,Education Loan,11.83,18.46,48,35035.63,2023-11-21,BR0013,NPA,3,90,1,Property,2.25
LOAN014566,CUST05260,Business Loan,10.4,13.81,36,35448.84,2021-01-01,BR0004,NPA,6,204,1,FD,1.66
LOAN014567,CUST03640,Education Loan,14.9,17.81,24,74250.2,2021-10-07,BR0006,Closed,0,0,0,Property,2.18
LOAN014568,CUST04928,Personal Loan,6.14,13.73,240,7515.11,2022-07-05,BR0017,Active,0,0,0,None,0.6
LOAN014569,CUST02864,Business Loan,10.16,13.3,12,90889.42,2024-02-05,BR0046,Active,1,20,0,Gold,0.63
LOAN014570,CUST09091,Auto Loan,4.78,8.05,60,9703.56,2021-10-07,BR0010,Active,0,0,0,FD,0.87
LOAN014571,CUST08687,Auto Loan,12.03,8.19,180,11628.84,2022-09-11,BR0049,Active,0,0,0,FD,2.36
LOAN014572,CUST06298,Gold Loan,2.82,16.96,240,4127.8,2021-06-28,BR0050,NPA,3,99,1,FD,2.4
LOAN014573,CUST05186,Business Loan,30.72,11.67,84,53688.55,2021-01-21,BR0039,Closed,0,0,0,Property,1.01
LOAN014574,CUST07509,Business Loan,17.57,14.28,240,22206.87,2022-07-13,BR0029,Active,1,20,0,None,1.82
LOAN014575,CUST05956,Home Loan,30.7,14.09,24,147530.11,2023-08-10,BR0039,Active,0,0,0,None,1.81
LOAN014576,CUST09329,Education Loan,12.53,14.47,48,34536.22,2024-10-03,BR0004,Active,1,35,0,FD,0.7
LOAN014577,CUST03149,Personal Loan,7.45,9.75,24,34292.07,2021-07-31,BR0033,Active,0,0,0,FD,2.45
LOAN014578,CUST08636,Education Loan,10.53,12.21,36,35080.38,2020-10-02,BR0022,Active,0,0,0,Gold,1.83
LOAN014579,CUST01085,Business Loan,55.85,13.02,180,70737.29,2020-10-30,BR0045,Active,0,0,0,Property,1.11
LOAN014580,CUST05762,Education Loan,10.78,8.08,120,13124.73,2024-12-19,BR0012,NPA,4,100,1,FD,1.99
LOAN014581,CUST02686,Education Loan,4.34,18.48,24,21767.85,2020-12-26,BR0031,Active,0,0,0,Vehicle,1.56
LOAN014582,CUST07469,Auto Loan,7.47,8.32,60,15261.13,2022-07-14,BR0040,Active,0,0,0,Vehicle,1.18
LOAN014583,CUST01743,Home Loan,146.28,9.35,240,134922.51,2024-12-04,BR0043,Active,0,0,0,None,0.73
LOAN014584,CUST03324,Gold Loan,1.67,15.41,180,2384.38,2022-11-09,BR0028,Closed,0,0,0,Property,1.06
LOAN014585,CUST04777,Personal Loan,6.78,15.68,84,13343.2,2024-02-28,BR0049,Active,0,0,0,FD,2.34
LOAN014586,CUST05549,Home Loan,91.23,13.68,48,247837.48,2024-08-11,BR0038,Active,0,0,0,None,1.11
LOAN014587,CUST00960,Gold Loan,7.01,7.55,12,60833.13,2021-06-12,BR0014,Active,0,0,0,Property,1.04
LOAN014588,CUST05223,Education Loan,10.06,17.24,120,17637.33,2022-11-21,BR0022,Active,0,0,0,Vehicle,1.65
LOAN014589,CUST03685,Business Loan,16.72,12.29,240,18749.31,2023-09-04,BR0019,Active,0,0,0,None,1.96
LOAN014590,CUST04440,Gold Loan,2.06,8.75,12,17991.13,2023-03-02,BR0048,Active,0,0,0,Gold,0.73
LOAN014591,CUST00640,Business Loan,50.44,15.38,24,245478.3,2021-04-24,BR0015,Closed,0,0,0,FD,0.7
LOAN014592,CUST07107,Auto Loan,3.36,18.01,12,30806.08,2021-07-25,BR0029,Closed,0,0,0,Gold,1.19
LOAN014593,CUST01630,Business Loan,18.48,15.18,48,51600.0,2023-08-28,BR0001,Restructured,0,0,0,Gold,1.47
LOAN014594,CUST01581,Auto Loan,5.4,13.48,36,18319.83,2024-06-05,BR0021,Active,0,0,0,Gold,2.34
LOAN014595,CUST02545,Business Loan,26.01,14.56,120,41265.15,2020-02-01,BR0007,Active,0,0,0,Gold,1.53
LOAN014596,CUST06322,Home Loan,123.16,9.48,60,258538.57,2021-02-21,BR0050,NPA,3,54,1,None,0.76
LOAN014597,CUST02766,Business Loan,55.77,17.75,48,163096.72,2023-06-29,BR0034,Closed,1,21,0,FD,1.04
LOAN014598,CUST05342,Gold Loan,7.41,8.53,36,23401.85,2023-03-20,BR0045,Active,0,0,0,FD,2.41
LOAN014599,CUST07753,Home Loan,93.16,12.94,36,313623.69,2024-03-24,BR0037,Active,2,62,0,Property,1.43
LOAN014600,CUST08405,Business Loan,53.85,14.11,240,67394.24,2023-08-29,BR0002,Active,0,0,0,FD,0.95
LOAN014601,CUST00466,Home Loan,122.29,10.42,36,397011.23,2021-11-19,BR0010,NPA,3,96,1,Property,1.49
LOAN014602,CUST04257,Personal Loan,3.32,14.76,48,9199.47,2021-06-17,BR0034,Active,0,0,0,Vehicle,1.08
LOAN014603,CUST06904,Personal Loan,0.68,17.36,48,1974.83,2024-08-27,BR0028,Closed,0,0,0,Gold,1.63
LOAN014604,CUST00686,Home Loan,72.06,14.83,84,138366.01,2021-11-16,BR0018,Active,2,30,0,Gold,0.5
LOAN014605,CUST00361,Gold Loan,3.2,9.92,12,28121.18,2020-04-22,BR0028,Closed,0,0,0,Gold,0.85
LOAN014606,CUST06110,Gold Loan,1.63,13.57,60,3756.49,2020-04-30,BR0024,Active,0,0,0,Gold,1.96
LOAN014607,CUST05055,Gold Loan,7.86,12.09,180,9478.88,2021-08-23,BR0025,Closed,0,0,0,Gold,1.84
LOAN014608,CUST02314,Auto Loan,17.5,8.02,48,42739.05,2024-07-05,BR0044,NPA,3,90,1,FD,1.61
LOAN014609,CUST08954,Gold Loan,1.21,10.79,36,3949.36,2022-07-07,BR0050,NPA,3,87,1,Property,0.76
LOAN014610,CUST02622,Home Loan,37.32,15.03,36,129425.84,2023-06-29,BR0038,Active,0,0,0,Gold,1.41
LOAN014611,CUST00379,Education Loan,5.77,9.7,36,18537.0,2020-05-03,BR0032,NPA,2,66,1,None,0.75
LOAN014612,CUST02091,Personal Loan,9.16,11.8,180,10875.95,2024-04-01,BR0015,Active,1,33,0,None,2.23
