month,branch_id,target_collection_lakh,actual_collection_lakh,collection_efficiency_pct,npa_amount_lakh,npa_pct,new_loans_disbursed,loan_disbursement_amount_lakh
2021-05,BR0020,157.48,146.49,93.02,22.48,14.27,79,275.6
2021-06,BR0020,234.44,232.12,99.01,35.1,14.97,40,289.66
2021-07,BR0020,281.21,211.78,75.31,29.71,10.57,63,318.89
2021-08,BR0020,89.0,80.27,90.19,3.51,3.94,80,99.83
2021-09,BR0020,277.47,261.13,94.11,24.34,8.77,68,201.85
2021-10,BR0020,291.98,286.46,98.11,29.88,10.23,36,236.62
2021-11,BR0020,271.66,262.89,96.77,31.76,11.69,12,206.36
2021-12,BR0020,391.57,372.97,95.25,51.79,13.23,5,226.78
2022-01,BR0020,157.37,127.49,81.01,11.06,7.03,25,315.19
2022-02,BR0020,188.7,153.68,81.44,13.55,7.18,20,193.96
2022-03,BR0020,292.47,205.52,70.27,10.66,3.64,67,298.37
2022-04,BR0020,354.13,258.66,73.04,29.97,8.46,76,35.17
2022-05,BR0020,371.79,352.79,94.89,17.18,4.62,13,206.74
2022-06,BR0020,294.05,288.67,98.17,25.88,8.8,74,154.52
2022-07,BR0020,233.35,230.27,98.68,20.56,8.81,36,126.51
2022-08,BR0020,362.97,279.34,76.96,11.05,3.04,29,230.61
2022-09,BR0020,88.96,72.45,81.44,9.62,10.81,64,163.43
2022-10,BR0020,102.1,75.25,73.7,15.01,14.7,75,26.33
2022-11,BR0020,182.66,134.0,73.36,22.5,12.32,55,51.19
2022-12,BR0020,159.49,118.26,74.15,10.55,6.61,49,98.58
2023-01,BR0020,446.54,356.29,79.79,21.52,4.82,59,227.18
2023-02,BR0020,429.24,311.37,72.54,63.29,14.74,75,245.44
2023-03,BR0020,96.88,70.59,72.86,3.66,3.78,7,333.77
2023-04,BR0020,67.52,65.1,96.42,4.65,6.89,60,55.21
2023-05,BR0020,225.59,224.03,99.31,8.26,3.66,62,90.38
2023-06,BR0020,182.75,136.79,74.85,27.09,14.82,59,282.26
2023-07,BR0020,319.74,235.68,73.71,12.45,3.89,41,115.35
2023-08,BR0020,57.7,47.5,82.32,8.45,14.64,46,122.18
2023-09,BR0020,65.82,58.64,89.09,5.19,7.89,52,26.48
2023-10,BR0020,343.28,334.66,97.49,35.54,10.35,73,160.18
2023-11,BR0020,293.04,232.47,79.33,40.29,13.75,20,213.59
2023-12,BR0020,85.68,78.63,91.77,1.73,2.02,6,291.63
2024-01,BR0020,62.93,56.75,90.18,7.62,12.11,78,66.17
2024-02,BR0020,198.07,163.55,82.57,20.03,10.11,23,310.05
2024-03,BR0020,485.12,485.22,100.02,53.68,11.07,23,112.25
2024-04,BR0020,150.97,106.55,70.58,14.39,9.53,13,114.73
2024-05,BR0020,354.96,268.17,75.55,51.54,14.52,36,63.13
2024-06,BR0020,375.95,347.98,92.56,27.9,7.42,77,364.49
2024-07,BR0020,108.73,106.41,97.87,4.77,4.39,28,188.17
2024-08,BR0020,456.59,385.04,84.33,62.37,13.66,41,241.88
2024-09,BR0020,150.91,138.01,91.45,11.54,7.65,28,333.29
2024-10,BR0020,332.73,250.01,75.14,9.51,2.86,68,341.57
2024-11,BR0020,425.61,310.82,73.03,41.97,9.86,68,224.29
2024-12,BR0020,412.47,298.92,72.47,26.65,6.46,80,314.58
2020-01,BR0021,342.57,300.61,87.75,20.51,5.99,79,356.1
2020-02,BR0021,155.53,141.7,91.11,7.51,4.83,46,389.82
2020-03,BR0021,195.26,184.11,94.29,13.59,6.96,25,267.81
2020-04,BR0021,318.25,231.08,72.61,13.42,4.22,14,215.64
2020-05,BR0021,61.43,45.97,74.83,5.47,8.9,52,304.52
2020-06,BR0021,60.33,59.17,98.08,3.06,5.07,76,295.03
2020-07,BR0021,182.1,170.14,93.43,9.41,5.17,18,301.66
2020-08,BR0021,131.4,110.8,84.32,10.9,8.3,14,246.4
2020-09,BR0021,435.01,427.14,98.19,26.51,6.09,63,122.47
2020-10,BR0021,204.26,159.71,78.19,13.69,6.7,58,123.89
2020-11,BR0021,144.59,141.32,97.74,4.26,2.95,46,302.63
2020-12,BR0021,283.92,250.11,88.09,15.17,5.34,16,34.18
2021-01,BR0021,98.92,100.08,101.17,5.89,5.95,39,337.28
2021-02,BR0021,160.72,152.81,95.08,4.46,2.78,33,390.31
2021-03,BR0021,146.56,106.77,72.85,18.76,12.8,67,284.74
2021-04,BR0021,408.37,366.84,89.83,13.51,3.31,13,221.72
2021-05,BR0021,175.86,123.24,70.08,24.27,13.8,75,367.53
2021-06,BR0021,150.27,140.31,93.37,7.18,4.78,13,87.25
2021-07,BR0021,67.14,64.08,95.44,1.39,2.07,45,152.62
2021-08,BR0021,484.54,396.98,81.93,36.67,7.57,34,118.42
2021-09,BR0021,299.37,254.17,84.9,28.77,9.61,55,271.2
2021-10,BR0021,247.71,228.41,92.21,23.36,9.43,62,95.0
2021-11,BR0021,288.5,282.76,98.01,34.37,11.91,8,244.11
2021-12,BR0021,376.87,265.47,70.44,26.25,6.97,68,158.02
2022-01,BR0021,481.27,476.65,99.04,49.79,10.35,23,342.86
2022-02,BR0021,315.58,282.19,89.42,26.7,8.46,51,186.6
2022-03,BR0021,471.6,435.62,92.37,68.44,14.51,62,279.38
2022-04,BR0021,55.26,54.63,98.86,1.43,2.59,33,366.86
2022-05,BR0021,64.63,52.25,80.84,9.05,14.0,42,346.62
2022-06,BR0021,344.54,340.27,98.76,46.15,13.39,47,320.43
2022-07,BR0021,288.43,284.48,98.63,19.61,6.8,44,27.22
2022-08,BR0021,70.06,69.85,99.7,6.61,9.43,68,226.35
2022-09,BR0021,487.09,343.5,70.52,51.47,10.57,47,245.38
2022-10,BR0021,377.42,294.88,78.13,16.42,4.35,33,312.57
2022-11,BR0021,465.93,376.15,80.73,9.54,2.05,32,168.25
2022-12,BR0021,228.19,182.42,79.94,5.89,2.58,48,228.46
2023-01,BR0021,384.63,350.21,91.05,20.22,5.26,48,287.69
2023-02,BR0021,209.37,175.62,83.88,28.43,13.58,16,208.79
2023-03,BR0021,109.95,91.52,83.24,8.97,8.16,21,312.81
2023-04,BR0021,253.63,237.6,93.68,15.04,5.93,57,343.48
2023-05,BR0021,297.43,260.07,87.44,10.63,3.57,70,251.68
2023-06,BR0021,250.8,236.55,94.32,28.61,11.41,70,380.44
2023-07,BR0021,422.01,311.95,73.92,12.6,2.99,40,208.68
2023-08,BR0021,240.07,196.74,81.95,5.5,2.29,60,193.17
2023-09,BR0021,276.15,233.82,84.67,25.39,9.19,42,202.64
2023-10,BR0021,330.94,268.89,81.25,14.78,4.47,5,157.35
2023-11,BR0021,327.25,303.49,92.74,16.23,4.96,80,174.48
2023-12,BR0021,131.51,127.85,97.22,14.17,10.77,55,268.67
2024-01,BR0021,303.0,265.0,87.46,11.72,3.87,15,141.18
2024-02,BR0021,140.09,133.1,95.01,13.82,9.87,80,238.49
2024-03,BR0021,270.8,219.02,80.88,25.89,9.56,58,158.91
2024-04,BR0021,265.01,232.02,87.55,9.84,3.71,18,318.56
2024-05,BR0021,328.72,260.08,79.12,10.81,3.29,74,390.81
2024-06,BR0021,258.91,215.96,83.41,21.56,8.33,51,326.48
2024-07,BR0021,280.7,222.65,79.32,14.03,5.0,35,346.24
2024-08,BR0021,273.21,240.15,87.9,28.8,10.54,21,157.12
2024-09,BR0021,191.51,140.07,73.14,24.67,12.88,68,281.83
2024-10,BR0021,267.72,271.15,101.28,16.71,6.24,56,167.88
2024-11,BR0021,129.42,94.49,73.01,11.47,8.86,17,393.92
2024-12,BR0021,437.17,364.91,83.47,62.11,14.21,53,64.81
2020-01,BR0022,125.16,103.7,82.85,8.82,7.05,9,22.55
2020-02,BR0022,423.57,314.97,74.36,60.13,14.2,56,142.97
2020-03,BR0022,367.92,295.51,80.32,35.87,9.75,14,252.23
2020-04,BR0022,169.47,140.81,83.09,3.83,2.26,54,170.28
2020-05,BR0022,174.35,140.39,80.52,14.06,8.06,63,371.29
2020-06,BR0022,90.39,70.03,77.47,9.8,10.84,8,165.06
2020-07,BR0022,458.92,324.09,70.62,10.14,2.21,78,383.72
2020-08,BR0022,374.46,317.8,84.87,41.52,11.09,71,312.19
2020-09,BR0022,172.97,140.62,81.3,10.48,6.06,76,302.94
2020-10,BR0022,347.97,286.24,82.26,39.56,11.37,65,253.88
2020-11,BR0022,294.25,282.98,96.17,42.82,14.55,30,351.93
2020-12,BR0022,440.29,399.03,90.63,54.74,12.43,41,258.22
2021-01,BR0022,387.79,380.5,98.12,10.03,2.59,75,196.76
2021-02,BR0022,318.69,280.42,87.99,39.32,12.34,37,132.05
2021-03,BR0022,307.42,237.08,77.12,45.79,14.89,64,394.12
2021-04,BR0022,99.71,91.51,91.78,9.97,10.0,13,98.03
2021-05,BR0022,153.98,146.4,95.08,16.73,10.87,52,186.27
2021-06,BR0022,57.22,52.95,92.53,5.96,10.42,67,213.05
2021-07,BR0022,183.71,131.11,71.37,4.52,2.46,50,279.23
2021-08,BR0022,116.11,86.55,74.54,5.51,4.75,20,173.42
2021-09,BR0022,227.77,166.61,73.15,16.53,7.26,62,387.21
2021-10,BR0022,342.7,256.24,74.77,13.71,4.0,73,388.39
2021-11,BR0022,215.79,152.61,70.72,21.52,9.97,49,46.32
2021-12,BR0022,92.28,92.55,100.29,5.83,6.32,66,362.81
2022-01,BR0022,271.03,192.84,71.15,8.58,3.17,22,172.52
2022-02,BR0022,289.85,212.29,73.24,8.0,2.76,17,60.5
2022-03,BR0022,415.23,374.04,90.08,17.87,4.3,73,294.6
2022-04,BR0022,467.26,394.6,84.45,17.95,3.84,67,313.92
2022-05,BR0022,375.83,313.4,83.39,20.5,5.45,32,325.73
2022-06,BR0022,497.2,357.59,71.92,47.05,9.46,42,92.73
2022-07,BR0022,429.38,316.58,73.73,35.49,8.27,61,212.36
2022-08,BR0022,336.04,319.91,95.2,17.9,5.33,64,135.86
2022-09,BR0022,241.61,209.07,86.53,30.2,12.5,79,347.61
2022-10,BR0022,272.59,234.92,86.18,5.52,2.03,31,68.6
2022-11,BR0022,337.99,299.15,88.51,35.45,10.49,47,187.41
2022-12,BR0022,231.87,211.6,91.26,20.23,8.72,58,170.55
2023-01,BR0022,380.25,379.19,99.72,54.65,14.37,33,353.32
2023-02,BR0022,426.78,405.61,95.04,30.93,7.25,59,151.64
2023-03,BR0022,409.44,336.52,82.19,14.33,3.5,37,391.38
2023-04,BR0022,107.61,92.89,86.32,13.43,12.48,13,357.17
2023-05,BR0022,206.24,202.73,98.3,20.01,9.7,16,396.46
2023-06,BR0022,499.74,422.28,84.5,32.78,6.56,21,257.36
2023-07,BR0022,112.91,91.54,81.07,14.17,12.55,55,258.73
2023-08,BR0022,378.2,372.87,98.59,27.25,7.21,8,95.9
2023-09,BR0022,234.68,233.11,99.33,20.89,8.9,18,259.09
2023-10,BR0022,169.19,149.92,88.61,13.2,7.8,19,99.79
2023-11,BR0022,481.98,407.22,84.49,49.59,10.29,64,92.71
2023-12,BR0022,486.08,380.75,78.33,68.63,14.12,77,61.01
2024-01,BR0022,396.76,336.89,84.91,29.76,7.5,45,87.07
2024-02,BR0022,400.19,325.95,81.45,46.4,11.59,57,263.52
2024-03,BR0022,295.14,261.11,88.47,28.43,9.63,56,221.24
2024-04,BR0022,183.63,145.93,79.47,20.32,11.07,63,144.21
2024-05,BR0022,422.76,424.79,100.48,12.06,2.85,62,152.7
2024-06,BR0022,353.28,346.6,98.11,36.61,10.36,27,326.97
2024-07,BR0022,127.51,122.64,96.18,4.03,3.16,44,42.29
2024-08,BR0022,210.01,200.79,95.61,4.86,2.31,56,155.6
2024-09,BR0022,108.11,90.87,84.05,15.99,14.79,17,336.08
2024-10,BR0022,251.96,177.1,70.29,13.17,5.23,68,55.24
2024-11,BR0022,69.87,64.22,91.92,1.99,2.85,53,184.56
2024-12,BR0022,227.91,205.44,90.14,9.18,4.03,80,198.45
2020-01,BR0023,199.97,188.67,94.35,8.38,4.19,16,342.96
2020-02,BR0023,325.82,308.75,94.76,43.63,13.39,73,315.92
2020-03,BR0023,337.55,322.5,95.54,33.83,10.02,74,58.22
2020-04,BR0023,57.5,57.63,100.22,6.3,10.96,16,316.44
2020-05,BR0023,200.39,185.88,92.76,19.89,9.93,7,236.68
2020-06,BR0023,184.33,174.73,94.79,18.87,10.24,11,102.41
2020-07,BR0023,113.74,91.62,80.55,13.06,11.48,78,399.33
2020-08,BR0023,493.03,491.26,99.64,17.85,3.62,38,386.3
2020-09,BR0023,231.88,229.75,99.08,32.53,14.03,79,117.93
2020-10,BR0023,218.15,221.44,101.51,18.1,8.3,52,198.66
2020-11,BR0023,271.49,192.16,70.78,6.43,2.37,64,315.66
2020-12,BR0023,119.37,109.98,92.13,6.18,5.18,18,118.26
2021-01,BR0023,482.95,487.83,101.01,66.84,13.84,60,63.53
2021-02,BR0023,375.79,380.15,101.16,36.44,9.7,18,75.41
2021-03,BR0023,96.77,67.97,70.24,11.62,12.01,79,267.15
2021-04,BR0023,495.83,363.49,73.31,62.38,12.58,33,205.96
2021-05,BR0023,222.21,225.1,101.3,31.74,14.28,26,307.0
2021-06,BR0023,439.01,320.21,72.94,25.06,5.71,75,72.38
2021-07,BR0023,102.95,96.15,93.39,9.41,9.14,22,359.47
2021-08,BR0023,196.63,139.96,71.18,4.25,2.16,48,272.76
2021-09,BR0023,388.7,366.35,94.25,25.17,6.48,22,122.26
2021-10,BR0023,240.04,209.75,87.38,25.22,10.51,46,244.96
2021-11,BR0023,415.29,356.57,85.86,41.87,10.08,5,254.56
2021-12,BR0023,428.75,394.06,91.91,10.97,2.56,77,152.73
2022-01,BR0023,327.25,232.51,71.05,9.49,2.9,47,44.36
2022-02,BR0023,454.15,450.24,99.14,18.07,3.98,69,39.28
2022-03,BR0023,388.56,365.71,94.12,38.17,9.82,28,40.36
2022-04,BR0023,144.81,147.24,101.68,17.94,12.39,80,72.56
2022-05,BR0023,144.76,104.65,72.29,10.06,6.95,22,168.04
2022-06,BR0023,202.33,183.43,90.66,27.95,13.81,48,244.72
2022-07,BR0023,326.64,257.26,78.76,34.54,10.57,37,257.95
2022-08,BR0023,228.95,189.14,82.61,21.91,9.57,32,367.95
2022-09,BR0023,130.22,112.68,86.53,4.88,3.75,34,148.33
2022-10,BR0023,73.2,54.05,73.84,7.14,9.75,79,54.01
2022-11,BR0023,120.67,105.28,87.25,12.57,10.42,78,317.89
2022-12,BR0023,193.52,160.85,83.12,17.76,9.18,13,78.9
2023-01,BR0023,475.54,408.39,85.88,68.3,14.36,67,223.36
2023-02,BR0023,372.02,261.46,70.28,36.9,9.92,77,264.2
2023-03,BR0023,114.07,98.13,86.03,8.46,7.42,7,31.97
2023-04,BR0023,131.8,104.16,79.03,13.16,9.98,44,292.97
2023-05,BR0023,82.0,72.56,88.49,2.87,3.5,22,301.4
2023-06,BR0023,310.76,229.47,73.84,37.2,11.97,31,54.36
2023-07,BR0023,149.49,151.43,101.3,14.52,9.71,26,294.76
2023-08,BR0023,210.46,172.6,82.01,21.8,10.36,23,30.24
2023-09,BR0023,237.42,233.62,98.4,16.17,6.81,23,240.86
2023-10,BR0023,283.22,224.91,79.41,36.0,12.71,60,226.75
2023-11,BR0023,182.02,185.42,101.87,21.37,11.74,38,386.29
2023-12,BR0023,206.97,148.5,71.75,18.46,8.92,55,239.87
2024-01,BR0023,429.04,421.15,98.16,26.41,6.16,68,83.6
2024-02,BR0023,232.94,210.23,90.25,25.63,11.0,75,366.78
2024-03,BR0023,232.45,235.38,101.26,32.22,13.86,20,306.12
2024-04,BR0023,331.33,310.16,93.61,48.95,14.77,65,40.92
2024-05,BR0023,52.76,38.57,73.1,5.17,9.8,57,36.68
2024-06,BR0023,120.31,111.77,92.9,13.06,10.86,37,53.59
2024-07,BR0023,132.41,100.02,75.54,6.39,4.83,16,142.69
2024-08,BR0023,454.34,318.17,70.03,56.57,12.45,6,227.08
2024-09,BR0023,137.15,116.82,85.18,10.96,7.99,71,335.39
2024-10,BR0023,169.32,158.43,93.57,16.79,9.92,21,166.05
2024-11,BR0023,105.87,98.1,92.66,13.29,12.55,39,185.75
2024-12,BR0023,338.79,278.99,82.35,16.93,5.0,57,257.83
2020-01,BR0024,327.03,248.74,76.06,28.09,8.59,34,236.15
2020-02,BR0024,424.49,368.58,86.83,15.46,3.64,27,134.67
2020-03,BR0024,65.95,49.7,75.36,8.16,12.37,59,263.63
2020-04,BR0024,132.52,102.49,77.34,16.04,12.1,28,260.25
2020-05,BR0024,277.78,282.06,101.54,41.16,14.82,75,195.5
2020-06,BR0024,267.39,268.99,100.6,25.41,9.5,64,136.6
2020-07,BR0024,396.09,288.63,72.87,52.83,13.34,44,366.38
2020-08,BR0024,473.62,403.76,85.25,65.09,13.74,30,136.06
2020-09,BR0024,138.48,115.34,83.29,3.88,2.8,10,301.73
2020-10,BR0024,315.36,299.88,95.09,32.6,10.34,69,380.18
2020-11,BR0024,360.61,287.19,79.64,11.7,3.24,10,58.06
2020-12,BR0024,183.75,148.86,81.01,12.22,6.65,44,266.4
2021-01,BR0024,325.72,307.87,94.52,42.22,12.96,7,348.28
2021-02,BR0024,286.2,263.02,91.9,30.34,10.6,28,329.05
2021-03,BR0024,292.8,253.27,86.5,9.3,3.18,43,211.96
2021-04,BR0024,444.11,408.8,92.05,39.46,8.89,20,29.59
2021-05,BR0024,274.28,250.72,91.41,10.69,3.9,46,191.75
2021-06,BR0024,147.09,130.95,89.03,4.73,3.22,59,200.78
2021-07,BR0024,386.75,329.7,85.25,50.23,12.99,65,25.49
2021-08,BR0024,455.35,361.59,79.41,11.76,2.58,33,134.67
2021-09,BR0024,420.81,318.34,75.65,61.75,14.67,55,96.7
2021-10,BR0024,217.58,155.13,71.3,7.09,3.26,60,60.11
2021-11,BR0024,249.79,234.83,94.01,27.69,11.09,18,361.06
2021-12,BR0024,180.06,138.63,76.99,22.32,12.4,28,277.28
2022-01,BR0024,490.98,485.63,98.91,63.1,12.85,45,261.08
2022-02,BR0024,329.54,317.87,96.46,37.96,11.52,67,175.34
2022-03,BR0024,224.31,169.67,75.64,20.73,9.24,18,347.09
2022-04,BR0024,460.41,388.86,84.46,29.56,6.42,21,119.4
2022-05,BR0024,269.99,274.04,101.5,16.91,6.26,12,122.48
2022-06,BR0024,154.12,132.11,85.72,20.12,13.05,61,359.17
2022-07,BR0024,97.04,84.23,86.8,12.25,12.62,22,71.55
2022-08,BR0024,435.29,341.22,78.39,65.15,14.97,12,211.18
2022-09,BR0024,191.34,190.25,99.43,26.44,13.82,22,87.89
2022-10,BR0024,200.4,160.46,80.07,11.76,5.87,78,361.4
2022-11,BR0024,104.06,75.57,72.62,15.58,14.97,48,77.34
2022-12,BR0024,194.21,179.47,92.41,7.28,3.75,16,266.02
2023-01,BR0024,180.87,175.77,97.18,26.5,14.65,54,264.33
2023-02,BR0024,205.05,180.51,88.03,5.1,2.49,39,378.11
2023-03,BR0024,117.21,98.97,84.44,12.21,10.42,72,274.96
2023-04,BR0024,419.57,384.49,91.64,34.4,8.2,47,77.57
2023-05,BR0024,97.96,83.81,85.56,7.37,7.52,5,268.0
2023-06,BR0024,198.56,189.51,95.44,12.04,6.06,74,187.8
2023-07,BR0024,74.91,63.22,84.4,2.39,3.19,12,321.19
2023-08,BR0024,465.0,424.92,91.38,62.73,13.49,80,111.46
2023-09,BR0024,291.34,240.47,82.54,21.26,7.3,78,59.49
2023-10,BR0024,350.21,286.58,81.83,19.2,5.48,48,88.72
2023-11,BR0024,290.19,236.45,81.48,34.08,11.74,66,91.57
2023-12,BR0024,445.4,326.03,73.2,63.55,14.27,7,154.45
2024-01,BR0024,215.25,196.76,91.41,13.02,6.05,45,291.36
2024-02,BR0024,96.15,88.35,91.89,8.99,9.35,60,393.82
2024-03,BR0024,394.51,355.73,90.17,18.68,4.73,50,235.83
2024-04,BR0024,372.63,373.52,100.24,33.19,8.91,55,325.54
2024-05,BR0024,209.25,201.01,96.06,28.53,13.63,13,327.19
2024-06,BR0024,486.28,473.1,97.29,69.24,14.24,56,73.82
2024-07,BR0024,317.78,247.17,77.78,9.36,2.95,70,158.3
2024-08,BR0024,392.04,354.13,90.33,23.69,6.04,20,284.75
2024-09,BR0024,385.18,306.3,79.52,38.34,9.95,30,252.47
2024-10,BR0024,136.42,129.52,94.94,16.64,12.2,17,244.71
2024-11,BR0024,172.02,162.56,94.5,13.12,7.63,21,186.66
2024-12,BR0024,447.97,403.62,90.1,54.29,12.12,67,312.34
2020-01,BR0025,473.23,358.33,75.72,44.38,9.38,11,278.98
2020-02,BR0025,221.62,163.56,73.8,24.92,11.24,35,46.78
2020-03,BR0025,235.02,182.16,77.51,7.27,3.09,49,206.36
2020-04,BR0025,309.44,288.43,93.21,10.12,3.27,19,107.62
2020-05,BR0025,50.61,50.05,98.89,1.13,2.23,36,383.59
2020-06,BR0025,350.87,297.12,84.68,48.22,13.74,27,364.74
2020-07,BR0025,113.98,114.31,100.29,11.77,10.33,65,362.74
2020-08,BR0025,130.86,109.23,83.47,17.56,13.42,55,303.49
2020-09,BR0025,444.51,447.35,100.64,21.55,4.85,56,333.51
2020-10,BR0025,76.2,65.68,86.2,10.04,13.18,29,286.48
2020-11,BR0025,476.83,394.1,82.65,47.97,10.06,27,71.69
2020-12,BR0025,68.61,63.13,92.01,2.1,3.06,52,178.34
2021-01,BR0025,281.98,208.69,74.01,39.85,14.13,70,116.88
2021-02,BR0025,313.97,307.57,97.96,23.05,7.34,48,88.89
2021-03,BR0025,239.5,217.59,90.85,6.93,2.89,16,333.12
2021-04,BR0025,368.59,267.04,72.45,46.4,12.59,66,290.39
2021-05,BR0025,112.39,111.34,99.07,13.66,12.15,24,339.94
2021-06,BR0025,358.41,284.94,79.5,10.84,3.02,65,180.25
2021-07,BR0025,251.17,196.77,78.34,31.55,12.56,10,190.64
2021-08,BR0025,473.96,436.33,92.06,50.22,10.6,65,33.63
2021-09,BR0025,154.58,126.06,81.55,19.98,12.93,61,51.65
2021-10,BR0025,242.95,200.07,82.35,5.85,2.41,51,296.21
2021-11,BR0025,167.67,129.64,77.32,16.31,9.73,16,48.12
2021-12,BR0025,118.43,90.84,76.7,3.63,3.07,67,140.48
2022-01,BR0025,271.08,195.94,72.28,30.86,11.38,40,365.71
2022-02,BR0025,189.16,176.41,93.26,23.39,12.37,48,228.38
2022-03,BR0025,206.94,152.85,73.86,5.38,2.6,45,305.94
2022-04,BR0025,479.75,375.31,78.23,46.73,9.74,74,180.51
2022-05,BR0025,329.92,279.18,84.62,46.05,13.96,65,347.88
2022-06,BR0025,328.68,256.67,78.09,22.43,6.82,56,56.6
2022-07,BR0025,258.96,210.41,81.25,18.02,6.96,56,171.53
2022-08,BR0025,388.85,373.1,95.95,29.09,7.48,68,295.75
2022-09,BR0025,220.14,218.0,99.03,20.77,9.43,31,211.08
2022-10,BR0025,266.58,227.1,85.19,29.38,11.02,19,246.35
2022-11,BR0025,169.97,128.4,75.54,5.87,3.45,7,352.63
2022-12,BR0025,85.1,66.31,77.92,10.61,12.47,15,153.36
2023-01,BR0025,211.33,185.36,87.71,4.28,2.03,15,146.16
2023-02,BR0025,234.31,203.31,86.77,27.68,11.81,57,179.01
2023-03,BR0025,326.35,253.44,77.66,17.75,5.44,45,281.55
2023-04,BR0025,102.92,89.65,87.11,11.13,10.81,71,374.6
2023-05,BR0025,250.47,221.44,88.41,23.36,9.33,47,111.24
2023-06,BR0025,205.5,199.6,97.13,4.14,2.01,59,363.71
2023-07,BR0025,270.67,256.35,94.71,8.28,3.06,22,386.29
2023-08,BR0025,387.41,284.55,73.45,14.29,3.69,29,49.43
2023-09,BR0025,332.72,248.74,74.76,10.51,3.16,28,391.1
2023-10,BR0025,490.34,493.18,100.58,66.45,13.55,5,199.41
2023-11,BR0025,452.96,356.3,78.66,47.71,10.53,16,347.19
2023-12,BR0025,415.33,342.19,82.39,27.33,6.58,34,352.51
2024-01,BR0025,396.31,388.5,98.03,17.65,4.45,29,122.52
2024-02,BR0025,198.66,195.42,98.37,7.51,3.78,25,246.81
2024-03,BR0025,187.99,172.65,91.84,27.52,14.64,18,168.1
2024-04,BR0025,345.41,298.54,86.43,21.88,6.33,68,96.35
2024-05,BR0025,202.39,186.97,92.38,22.0,10.87,21,367.1
2024-06,BR0025,423.16,320.12,75.65,30.36,7.17,34,357.2
2024-07,BR0025,490.78,456.97,93.11,30.14,6.14,20,362.2
2024-08,BR0025,344.28,321.87,93.49,19.79,5.75,48,48.82
2024-09,BR0025,132.67,97.23,73.29,6.74,5.08,74,214.57
2024-10,BR0025,435.86,327.9,75.23,52.84,12.12,16,97.28
2024-11,BR0025,117.99,97.4,82.55,5.23,4.43,48,153.57
2024-12,BR0025,348.49,309.81,88.9,30.19,8.66,50,373.54
2020-01,BR0026,311.73,288.23,92.46,19.34,6.2,52,216.42
2020-02,BR0026,362.68,317.78,87.62,29.23,8.06,52,374.02
2020-03,BR0026,50.6,42.19,83.38,6.59,13.02,28,253.96
2020-04,BR0026,448.55,377.32,84.12,35.18,7.84,73,23.83
2020-05,BR0026,456.02,419.31,91.95,19.71,4.32,26,207.15
2020-06,BR0026,467.73,384.15,82.13,50.01,10.69,77,323.92
2020-07,BR0026,441.76,349.92,79.21,44.73,10.13,77,147.13
2020-08,BR0026,76.02,55.27,72.7,1.56,2.05,18,288.1
2020-09,BR0026,427.43,432.86,101.27,16.23,3.8,67,150.77
2020-10,BR0026,65.26,51.53,78.96,2.0,3.06,42,48.44
2020-11,BR0026,310.86,307.32,98.86,26.78,8.61,53,367.11
2020-12,BR0026,116.4,100.26,86.13,11.3,9.71,28,294.18
2021-01,BR0026,55.88,40.4,72.3,2.03,3.63,80,351.71
2021-02,BR0026,137.97,131.29,95.16,3.87,2.8,11,336.4
2021-03,BR0026,166.02,124.9,75.23,16.08,9.69,71,113.95
2021-04,BR0026,353.15,302.12,85.55,26.95,7.63,48,315.61
2021-05,BR0026,173.64,143.24,82.49,5.82,3.35,35,325.46
2021-06,BR0026,193.3,195.29,101.03,19.27,9.97,75,126.32
2021-07,BR0026,88.49,69.57,78.62,3.84,4.34,80,317.18
2021-08,BR0026,160.95,142.26,88.39,7.31,4.54,13,320.99
2021-09,BR0026,179.0,136.33,76.16,23.04,12.87,53,225.46
2021-10,BR0026,398.29,344.24,86.43,59.22,14.87,52,83.04
2021-11,BR0026,354.7,270.28,76.2,45.15,12.73,73,371.84
2021-12,BR0026,234.73,221.82,94.5,7.11,3.03,67,305.72
2022-01,BR0026,57.7,43.65,75.65,3.33,5.77,47,196.28
2022-02,BR0026,348.54,266.56,76.48,32.5,9.32,29,354.89
2022-03,BR0026,86.83,63.66,73.31,7.54,8.68,22,63.99
2022-04,BR0026,180.73,127.69,70.65,20.45,11.32,66,158.21
2022-05,BR0026,193.0,136.22,70.58,19.21,9.95,35,301.5
2022-06,BR0026,375.23,292.53,77.96,54.95,14.64,58,135.19
2022-07,BR0026,326.93,317.61,97.15,35.48,10.85,43,78.34
2022-08,BR0026,390.39,325.23,83.31,51.21,13.12,35,26.34
2022-09,BR0026,290.64,212.69,73.18,33.63,11.57,22,242.69
2022-10,BR0026,197.23,181.77,92.16,28.19,14.29,34,102.32
2022-11,BR0026,427.69,411.01,96.1,44.19,10.33,61,88.92
2022-12,BR0026,383.17,290.33,75.77,35.07,9.15,6,345.94
2023-01,BR0026,420.1,428.46,101.99,34.8,8.28,48,291.32
2023-02,BR0026,92.91,88.83,95.61,4.61,4.96,12,154.18
2023-03,BR0026,329.85,233.37,70.75,26.36,7.99,13,86.47
2023-04,BR0026,294.92,276.75,93.84,14.28,4.84,23,218.13
2023-05,BR0026,114.58,88.64,77.36,5.28,4.61,14,28.48
2023-06,BR0026,345.86,314.59,90.96,26.2,7.58,63,362.78
